"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"Ansonia","0900901220","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.09
"Ansonia","0900901220","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.04
"Ansonia","0900901220","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.11
"Ansonia","0900901220","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Ansonia","0900901220","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",34.45
"Ansonia","0900901220","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",5.6
"Ansonia","0900901220","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",65.55
"Ansonia","0900901220","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.1
"Ansonia","0900901220","2014-2018","All","All","Number","Margins of Error",389
"Ansonia","0900901220","2014-2018","Living with One Parent","All","Number","Margins of Error",457.63
"Ansonia","0900901220","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",154.96
"Ansonia","0900901220","2014-2018","Living with Two Parents","All","Number","Margins of Error",517.11
"Ansonia","0900901220","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",51.62
"Ansonia","0900901220","2014-2018","All","All","Number","Non-Working Parents",3855
"Ansonia","0900901220","2014-2018","Living with One Parent","All","Number","Non-Working Parents",1528
"Ansonia","0900901220","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",203
"Ansonia","0900901220","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",2327
"Ansonia","0900901220","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",53
"Ansonia","0900901220","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.11
"Ansonia","0900901220","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.04
"Ansonia","0900901220","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.12
"Ansonia","0900901220","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Ansonia","0900901220","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",39.64
"Ansonia","0900901220","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",5.27
"Ansonia","0900901220","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",60.36
"Ansonia","0900901220","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.37
"Ansonia","0900901220","2015-2019","All","All","Number","Margins of Error",425
"Ansonia","0900901220","2015-2019","Living with One Parent","All","Number","Margins of Error",409.35
"Ansonia","0900901220","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",124.09
"Ansonia","0900901220","2015-2019","Living with Two Parents","All","Number","Margins of Error",469.54
"Ansonia","0900901220","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",48.85
"Ansonia","0900901220","2015-2019","All","All","Number","Non-Working Parents",3581
"Ansonia","0900901220","2015-2019","Living with One Parent","All","Number","Non-Working Parents",1396
"Ansonia","0900901220","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",152
"Ansonia","0900901220","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",2185
"Ansonia","0900901220","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",50
"Ansonia","0900901220","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.1
"Ansonia","0900901220","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"Ansonia","0900901220","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.11
"Ansonia","0900901220","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Ansonia","0900901220","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",38.98
"Ansonia","0900901220","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.24
"Ansonia","0900901220","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",61.02
"Ansonia","0900901220","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.4
"Ashford","0901501430","2006-2010","All","All","Number","Margins of Error",104
"Ashford","0901501430","2006-2010","Living with One Parent","All","Number","Margins of Error",87.13
"Ashford","0901501430","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",179.99
"Ashford","0901501430","2006-2010","Living with Two Parents","All","Number","Margins of Error",146.49
"Ashford","0901501430","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",173.95
"Ashford","0901501430","2006-2010","All","All","Number","Non-Working Parents",889
"Ashford","0901501430","2006-2010","Living with One Parent","All","Number","Non-Working Parents",179
"Ashford","0901501430","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",41
"Ashford","0901501430","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",710
"Ashford","0901501430","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Ashford","0901501430","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.1
"Ashford","0901501430","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.2
"Ashford","0901501430","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.14
"Ashford","0901501430","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.2
"Ashford","0901501430","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",20.13
"Ashford","0901501430","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.61
"Ashford","0901501430","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",79.87
"Ashford","0901501430","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Ashford","0901501430","2007-2011","All","All","Number","Margins of Error",136
"Ashford","0901501430","2007-2011","Living with One Parent","All","Number","Margins of Error",77.83
"Ashford","0901501430","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",138.74
"Ashford","0901501430","2007-2011","Living with Two Parents","All","Number","Margins of Error",184.88
"Ashford","0901501430","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",130.11
"Ashford","0901501430","2007-2011","All","All","Number","Non-Working Parents",908
"Ashford","0901501430","2007-2011","Living with One Parent","All","Number","Non-Working Parents",181
"Ashford","0901501430","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",46
"Ashford","0901501430","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",727
"Ashford","0901501430","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Ashford","0901501430","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.08
"Ashford","0901501430","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.15
"Ashford","0901501430","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.16
"Ashford","0901501430","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.14
"Ashford","0901501430","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",19.93
"Ashford","0901501430","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",5.07
"Ashford","0901501430","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",80.07
"Ashford","0901501430","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Ashford","0901501430","2008-2012","All","All","Number","Margins of Error",123
"Ashford","0901501430","2008-2012","Living with One Parent","All","Number","Margins of Error",93.81
"Ashford","0901501430","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",51.78
"Ashford","0901501430","2008-2012","Living with Two Parents","All","Number","Margins of Error",178.9
"Ashford","0901501430","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",16.97
"Ashford","0901501430","2008-2012","All","All","Number","Non-Working Parents",910
"Ashford","0901501430","2008-2012","Living with One Parent","All","Number","Non-Working Parents",196
"Ashford","0901501430","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",43
"Ashford","0901501430","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",714
"Ashford","0901501430","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Ashford","0901501430","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.1
"Ashford","0901501430","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.06
"Ashford","0901501430","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.17
"Ashford","0901501430","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"Ashford","0901501430","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",21.54
"Ashford","0901501430","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.73
"Ashford","0901501430","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",78.46
"Ashford","0901501430","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Ashford","0901501430","2009-2013","All","All","Number","Margins of Error",97
"Ashford","0901501430","2009-2013","Living with One Parent","All","Number","Margins of Error",89.04
"Ashford","0901501430","2009-2013","Living with One Parent","Not in Work Force","Number","Margins of Error",47.95
"Ashford","0901501430","2009-2013","Living with Two Parents","All","Number","Margins of Error",137.41
"Ashford","0901501430","2009-2013","Living with Two Parents","Not in Work Force","Number","Margins of Error",16.97
"Ashford","0901501430","2009-2013","All","All","Number","Non-Working Parents",890
"Ashford","0901501430","2009-2013","Living with One Parent","All","Number","Non-Working Parents",198
"Ashford","0901501430","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",48
"Ashford","0901501430","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",692
"Ashford","0901501430","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Ashford","0901501430","2009-2013","Living with One Parent","All","Percent","Margins of Error",0.1
"Ashford","0901501430","2009-2013","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Ashford","0901501430","2009-2013","Living with Two Parents","All","Percent","Margins of Error",0.13
