"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"Ashford","0901501430","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",19
"Ashford","0901501430","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.11
"Ashford","0901501430","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.04
"Ashford","0901501430","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.08
"Ashford","0901501430","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"Ashford","0901501430","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",22.17
"Ashford","0901501430","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.71
"Ashford","0901501430","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",77.83
"Ashford","0901501430","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",2.34
"Avon","0900302060","2006-2010","All","All","Number","Margin of Error",293.47
"Avon","0900302060","2006-2010","Living with One Parent","All","Number","Margin of Error",212.88
"Avon","0900302060","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",141.84
"Avon","0900302060","2006-2010","Living with Two Parents","All","Number","Margin of Error",289.01
"Avon","0900302060","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",131.32
"Avon","0900302060","2006-2010","All","All","Number","Non-Working Parents",4713
"Avon","0900302060","2006-2010","Living with One Parent","All","Number","Non-Working Parents",629
"Avon","0900302060","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",113
"Avon","0900302060","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",4084
"Avon","0900302060","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",42
"Avon","0900302060","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.04
"Avon","0900302060","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.03
"Avon","0900302060","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.03
"Avon","0900302060","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"Avon","0900302060","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",13.35
"Avon","0900302060","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.4
"Avon","0900302060","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",86.65
"Avon","0900302060","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.89
"Avon","0900302060","2007-2011","All","All","Number","Margin of Error",325.48
"Avon","0900302060","2007-2011","Living with One Parent","All","Number","Margin of Error",209.31
"Avon","0900302060","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",111.74
"Avon","0900302060","2007-2011","Living with Two Parents","All","Number","Margin of Error",302.69
"Avon","0900302060","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",102.42
"Avon","0900302060","2007-2011","All","All","Number","Non-Working Parents",4718
"Avon","0900302060","2007-2011","Living with One Parent","All","Number","Non-Working Parents",567
"Avon","0900302060","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",114
"Avon","0900302060","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",4151
"Avon","0900302060","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",40
"Avon","0900302060","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.04
"Avon","0900302060","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Avon","0900302060","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.02
"Avon","0900302060","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"Avon","0900302060","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",12.02
"Avon","0900302060","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.42
"Avon","0900302060","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",87.98
"Avon","0900302060","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.85
"Avon","0900302060","2008-2012","All","All","Number","Margin of Error",297.83
"Avon","0900302060","2008-2012","Living with One Parent","All","Number","Margin of Error",225.08
"Avon","0900302060","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",68.08
"Avon","0900302060","2008-2012","Living with Two Parents","All","Number","Margin of Error",283.48
"Avon","0900302060","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",37.22
"Avon","0900302060","2008-2012","All","All","Number","Non-Working Parents",4728
"Avon","0900302060","2008-2012","Living with One Parent","All","Number","Non-Working Parents",533
"Avon","0900302060","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",77
"Avon","0900302060","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",4195
"Avon","0900302060","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",18
"Avon","0900302060","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.05
"Avon","0900302060","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Avon","0900302060","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.02
"Avon","0900302060","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Avon","0900302060","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",11.27
"Avon","0900302060","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.63
"Avon","0900302060","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",88.73
"Avon","0900302060","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.38
"Avon","0900302060","2009-2013","All","All","Number","Margin of Error",347.51
"Avon","0900302060","2009-2013","Living with One Parent","All","Number","Margin of Error",206.16
"Avon","0900302060","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",76.19
"Avon","0900302060","2009-2013","Living with Two Parents","All","Number","Margin of Error",309.24
"Avon","0900302060","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",30.61
"Avon","0900302060","2009-2013","All","All","Number","Non-Working Parents",4494
"Avon","0900302060","2009-2013","Living with One Parent","All","Number","Non-Working Parents",549
"Avon","0900302060","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",94
"Avon","0900302060","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",3945
"Avon","0900302060","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",15
"Avon","0900302060","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.04
"Avon","0900302060","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Avon","0900302060","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.01
"Avon","0900302060","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Avon","0900302060","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",12.22
"Avon","0900302060","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.09
"Avon","0900302060","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",87.78
"Avon","0900302060","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.33
"Avon","0900302060","2010-2014","All","All","Number","Margin of Error",311.18
"Avon","0900302060","2010-2014","Living with One Parent","All","Number","Margin of Error",192.2
"Avon","0900302060","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",73.37
"Avon","0900302060","2010-2014","Living with Two Parents","All","Number","Margin of Error",309.19
"Avon","0900302060","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",98.84
"Avon","0900302060","2010-2014","All","All","Number","Non-Working Parents",4525
"Avon","0900302060","2010-2014","Living with One Parent","All","Number","Non-Working Parents",467
"Avon","0900302060","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",87
"Avon","0900302060","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",4058
"Avon","0900302060","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",94
"Avon","0900302060","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.04
"Avon","0900302060","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Avon","0900302060","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.03
"Avon","0900302060","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"Avon","0900302060","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",10.32
"Avon","0900302060","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.92
"Avon","0900302060","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",89.68
"Avon","0900302060","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",2.08
"Avon","0900302060","2011-2015","All","All","Number","Margin of Error",345.81
"Avon","0900302060","2011-2015","Living with One Parent","All","Number","Margin of Error",135.15
"Avon","0900302060","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",69.71
"Avon","0900302060","2011-2015","Living with Two Parents","All","Number","Margin of Error",341.23
"Avon","0900302060","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",88.07
"Avon","0900302060","2011-2015","All","All","Number","Non-Working Parents",4379
"Avon","0900302060","2011-2015","Living with One Parent","All","Number","Non-Working Parents",409
"Avon","0900302060","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",65
"Avon","0900302060","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",3970
"Avon","0900302060","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",77
"Avon","0900302060","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.03
"Avon","0900302060","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Avon","0900302060","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.03
"Avon","0900302060","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"Avon","0900302060","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",9.34
"Avon","0900302060","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.48
"Avon","0900302060","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",90.66
